Company Name,Job Title,Role,Salaries Reported,Location,Salary
Fidelity Investments,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,55,802/yr"
ConcertAI,Data Engineer,Specialist,2,Bangalore,"₹26,47,046/yr"
Schlumberger,Data Science Lead,Specialist,2,Pune,"₹40,68,310/yr"
nference,Data Scientist,Specialist,2,Bangalore,"₹19,30,235/yr"
GeoSpoc,Junior Data Scientist,Specialist,1,Pune,"₹3,21,161/yr"
T-Systems,Data Engineer,Specialist,2,Pune,"₹15,72,029/yr"
Moonstone Infotech,Data Analyst,Specialist,1,Hyderabad,"₹8,07,180/yr"
NS Matrix Services,Data Analyst,Specialist,4,New Delhi,"₹3,43,758/yr"
Reputation,Data Engineer,Specialist,1,Hyderabad,"₹5,23,814/yr"
DBS Asia Hub 2,Data Engineer,Specialist,1,Hyderabad,"₹8,54,151/yr"
Mercedes-Benz Research and Development India,Machine Learning Engineer,Specialist,2,Bangalore,"₹15,21,127/yr"
Utopia,Data Scientist,Specialist,1,Bangalore,"₹10,51,532/yr"
DuPont Sustainable Solutions,Data Analyst,Specialist,2,Hyderabad,"₹8,61,090/yr"
Amara Raja,Data Scientist,Specialist,1,Bangalore,"₹4,42,032/yr"
Clairvolex,Data Scientist,Specialist,1,Bangalore,"₹16,00,000/yr"
Siemens,Machine Learning Engineer,Specialist,1,Mumbai,"₹10,55,802/yr"
Robert Bosch,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,77,584/yr"
Hansa Cequity,Data Analyst,Manager,2,Mumbai,"₹14,58,290/yr"
Idfy,Machine Learning Engineer,Specialist,1,Mumbai,"₹11,89,536/yr"
Latitude Fintech,Data Scientist,Specialist,1,Bangalore,"₹10,12,266/yr"
Piramal Enterprises,Machine Learning Engineer,Specialist,1,Mumbai,"₹12,00,000/yr"
Accenture,Machine Learning Engineer,Specialist,5,Bangalore,"₹7,48,712/yr"
Phenom,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,87,728/yr"
ABC,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,58,143/yr"
HDFC Bank,Data Analyst,Specialist,3,Mumbai,"₹8,28,777/yr"
Bajaj Allianz General Insurance Co,Senior Data Scientist,Specialist,1,Pune,"₹12,92,424/yr"
StepOut Solutions,Data Analyst,Specialist,2,New Delhi,"₹7,15,248/yr"
Tableau Software,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,69,857/yr"
Molecular Connections,Data Scientist,Specialist,1,Hyderabad,"₹5,42,640/yr"
AthenasOwl,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,98,674/yr"
Omdena,Machine Learning Engineer,Specialist,1,New Delhi,"₹1,28,988/yr"
Société Générale,Data Scientist,Specialist,1,Bangalore,"₹95,68,943/yr"
PwC,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,16,740/yr"
Hinduja Global Solutions,Data Scientist,Manager,1,Pune,"₹40,45,961/yr"
Digital Trainee,Data Scientist,Specialist,1,Bangalore,"₹20,34,018/yr"
Aruba Networks,Data Scientist,Specialist,2,Bangalore,"₹15,18,492/yr"
Tata Consultancy Services (North America),Data Engineer,Specialist,1,Pune,"₹8,28,729/yr"
K-Arogia Advisory Services,Data Scientist,Specialist,1,Bangalore,"₹3,13,464/yr"
Kroll,Data Scientist,Specialist,1,Hyderabad,"₹11,00,000/yr"
HP Inc.,Data Engineer,Specialist,3,Bangalore,"₹8,70,216/yr"
Schlumberger,Data Science,Specialist,2,Pune,"₹3,60,324/yr"
Google,Data Scientist,Specialist,2,New Delhi,"₹2,98,664/yr"
Standard Chartered Bank,Data Analyst,Specialist,3,Bangalore,"₹6,70,000/yr"
Evalueserve,Data Scientist,Specialist,1,Bangalore,"₹20,00,000/yr"
Rahul Infotech,Data Engineer,Specialist,1,New Delhi,"₹4,00,000/yr"
Infodeal,Data Scientist,Specialist,1,Pune,"₹8,49,156/yr"
WE 4 IT Services,Data Engineer,Specialist,1,Hyderabad,"₹4,82,344/yr"
Solugenix Corporation,Data Analyst,Specialist,2,Hyderabad,"₹1,13,208/yr"
Liberin Technologies,Machine Learning Engineer,Specialist,1,New Delhi,"₹3,38,792/yr"
Berkadia,Data Analyst,Specialist,1,Hyderabad,"₹2,07,194/yr"
Avaamo,Machine Learning Engineer,Specialist,2,Bangalore,"₹24,52,646/yr"
Datametica,Junior Data Scientist,Specialist,1,Pune,"₹4,78,015/yr"
HCL Technologies,Data Engineer,Specialist,2,New Delhi,"₹3,58,214/yr"
DONE by NONE,Data Scientist,Specialist,2,Bangalore,"₹1,80,396/yr"
Bajaj Finserv Health,Data Engineer,Specialist,4,Pune,"₹4,20,000/yr"
Success R Hrtech,Machine Learning Engineer,Manager,1,Mumbai,"₹2,33,363/yr"
Amazon,Data Scientist,Manager,2,New Delhi,"₹56,28,168/yr"
Defence Research & Development Organisation,Data Scientist,Specialist,1,Bangalore,"₹4,75,188/yr"
GALYTIX,Data Analyst,Specialist,3,New Delhi,"₹3,69,852/yr"
Thomson Reuters,Data Analyst,Specialist,3,Bangalore,"₹6,69,114/yr"
Darashaw Consultants,Data Scientist,Specialist,1,Bangalore,"₹2,08,977/yr"
We Are Job Seekers,Data Analyst,Specialist,1,Pune,"₹3,69,857/yr"
Evarcity,Machine Learning Engineer,Manager,1,Bangalore,"₹4,68,363/yr"
Voice Data Solutions,Data Scientist,Specialist,1,Bangalore,"₹20,46,452/yr"
ITC Infotech,Data Scientist,Specialist,1,Hyderabad,"₹5,03,667/yr"
Reliance Industries,Data Scientist,Specialist,9,Mumbai,"₹17,73,222/yr"
Innodatatics,Data Scientist,Specialist,1,Pune,"₹1,80,000/yr"
Paytm,Data Analyst,Specialist,12,New Delhi,"₹6,02,693/yr"
Snap2Insight,Senior Machine Learning Engineer,Specialist,1,Hyderabad,"₹14,52,000/yr"
ExxonMobil,Data Scientist,Manager,1,Bangalore,"₹74,71,867/yr"
Sakshi Softech,Data Engineer,Manager,1,Pune,"₹7,48,588/yr"
Schlumberger,Data Analyst,Specialist,3,Pune,"₹16,56,855/yr"
Maxgen Technologies,Data Scientist,Specialist,1,Mumbai,"₹2,30,052/yr"
UnitedHealth Group,Data Scientist,Specialist,16,New Delhi,"₹12,35,654/yr"
Sigmoid Analytics,Data Scientist,Specialist,1,Bangalore,"₹9,75,232/yr"
XYX (UK),Data Scientist,Specialist,1,Bangalore,"₹8,00,000/yr"
Wipro,Machine Learning Engineer,Specialist,2,Bangalore,"₹7,83,333/yr"
Pragmatix,Data Analyst,Specialist,2,Mumbai,"₹6,87,251/yr"
Sprinklr,Data Scientist,Specialist,1,Bangalore,"₹3,85,392/yr"
Yotta Systems,Data Scientist,Manager,1,Bangalore,"₹15,60,051/yr"
LatentView Analytics,Data Analyst,Manager,1,Mumbai,"₹27,79,361/yr"
Symphony RetailAI,Data Scientist,Specialist,1,Bangalore,"₹19,62,431/yr"
Mastercard,Data Engineer,Manager,1,New Delhi,"₹49,15,493/yr"
Fractal Senior,Data Engineer,Specialist,7,Mumbai,"₹20,51,223/yr"
DBS Bank,Data Analyst,Specialist,2,Hyderabad,"₹11,38,712/yr"
ExxonMobil,Data Engineer,Specialist,3,Bangalore,"₹11,58,850/yr"
Innoplexus,Data Engineer,Specialist,6,Pune,"₹10,13,717/yr"
Cognizant Technology Solutions,Machine Learning Engineer,Specialist,1,Hyderabad,"₹6,81,900/yr"
Netradyne,Data Scientist,Manager,1,Bangalore,"₹53,40,706/yr"
Looking for Job,Data Analyst,Specialist,1,Pune,"₹6,44,930/yr"
IHS Markit,Data Scientist,Manager,1,New Delhi,"₹30,18,001/yr"
Colgate-Palmolive,Data Engineer,Specialist,1,Mumbai,"₹5,15,940/yr"
Angel One,Data Analyst,Specialist,2,Mumbai,"₹5,74,764/yr"
Accenture,Machine Learning Engineer,Manager,1,Mumbai,"₹32,47,278/yr"
ParallelDots,Data Scientist,Specialist,6,New Delhi,"₹8,48,028/yr"
We Are Novella,Data Scientist,Manager,1,Pune,"₹19,34,654/yr"
Infosys,Data Engineer,Specialist,6,Pune,"₹4,46,476/yr"
Cogoport,Data Engineer,Specialist,1,Mumbai,"₹20,00,000/yr"
NTT DATA,Data Engineer,Manager,1,Bangalore,"₹15,91,615/yr"
The Data Team,Data Engineer,Specialist,5,Bangalore,"₹9,03,446/yr"
NimbusHire,Machine Learning Engineer,Specialist,1,New Delhi,"₹12,36,115/yr"
Reliance Industries,Data Analyst,Manager,1,Mumbai,"₹12,01,498/yr"
Wipro Technologies,Data Scientist,Specialist,1,New Delhi,"₹6,04,404/yr"
Atidiv,Data Analyst,Specialist,2,Pune,"₹4,34,448/yr"
Yes Bank,Data Scientist,Specialist,1,New Delhi,"₹12,10,770/yr"
Barclays,Data Scientist,Specialist,3,Pune,"₹17,33,746/yr"
Other,Data Scientist,Specialist,1,Bangalore,"₹10,29,200/yr"
Fractal,Data Scientist,Specialist,3,New Delhi,"₹14,63,014/yr"
Accenture,Data Analyst,Specialist,11,Pune,"₹5,81,174/yr"
Michelin,Data Analyst,Specialist,1,Pune,"₹6,34,621/yr"
Accenture,Data Analyst,Manager,1,Pune,"₹5,03,437/yr"
Gainsight,Data Scientist,Specialist,1,Bangalore,"₹13,00,000/yr"
TCS,Data Scientist,Specialist,1,Mumbai,"₹3,78,000/yr"
Accenture,Data Engineer,Specialist,31,Bangalore,"₹6,54,767/yr"
PYRO,Data Engineer,Specialist,1,New Delhi,"₹1,27,452/yr"
IBM,Data Engineer,Specialist,2,Pune,"₹5,89,439/yr"
Honeywell,Machine Learning Engineer,Manager,1,Pune,"₹26,81,995/yr"
Nerd Geek Lab,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,47,475/yr"
Deloitte,Data Analyst,Specialist,2,Pune,"₹9,20,124/yr"
Novartis,Data Scientist,Manager,1,Hyderabad,"₹10,29,852/yr"
Innodatatics,Machine Learning Engineer,Specialist,1,Hyderabad,"₹5,27,901/yr"
Cloud Counselage,Data Scientist,Specialist,1,Pune,"₹1,29,240/yr"
Loyalytics Consulting,Data Scientist,Specialist,2,Bangalore,"₹7,12,128/yr"
PharmEasy,Data Engineer,Specialist,1,Mumbai,"₹2,33,580/yr"
Doxper,Data Analyst,Manager,1,Mumbai,"₹16,85,560/yr"
Techolution,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,48,838/yr"
Accenture,Data Scientist,Manager,4,New Delhi,"₹42,36,779/yr"
Wells Fargo,Data Analyst,Specialist,4,Hyderabad,"₹6,81,356/yr"
Internship Studio,Machine Learning Engineer,Manager,1,Mumbai,"₹2,01,565/yr"
Fractal,Data Analyst,Specialist,8,Mumbai,"₹7,28,811/yr"
Cognizant Technology Solutions,Data Scientist,Specialist,8,Pune,"₹7,65,632/yr"
iLink-Systems,Data Engineer,Specialist,1,Pune,"₹10,25,000/yr"
Symbiosis Institute of Technology,Data Science,Specialist,1,Pune,"₹20,00,000/yr"
Corvi LED Light,Data Scientist,Specialist,1,Bangalore,"₹6,22,188/yr"
Cybage Software,Data Analyst,Specialist,4,Pune,"₹9,21,294/yr"
Google,Data Scientist,Specialist,1,Bangalore,"₹50,00,000/yr"
Accenture,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,07,238/yr"
Shiv Nadar University,Data Scientist,Specialist,1,Bangalore,"₹6,13,936/yr"
Peak,Data Scientist,Specialist,1,Pune,"₹21,48,775/yr"
Globant,Data Scientist,Specialist,2,Pune,"₹12,03,300/yr"
Bharti Airtel,Data Scientist,Specialist,5,Bangalore,"₹21,60,000/yr"
Photon,Data Engineer,Specialist,1,Bangalore,"₹20,42,277/yr"
Tericsoft,Machine Learning Engineer,Specialist,1,Hyderabad,"₹4,51,452/yr"
Fidelity International,Data Engineer,Specialist,1,Bangalore,"₹4,23,084/yr"
ROHIT KUMAR MODI,Data Scientist,Specialist,1,Pune,"₹4,00,000/yr"
Lowe's Home Improvement,Data Analyst,Specialist,5,Bangalore,"₹9,81,061/yr"
Aptara,Data Scientist,Specialist,2,New Delhi,"₹11,09,184/yr"
TransOrg Analytics,Data Analyst,Specialist,6,New Delhi,"₹6,64,286/yr"
Play Games24x7,Data Scientist,Specialist,1,Bangalore,"₹20,00,000/yr"
Pitney Bowes,Data Scientist,Specialist,1,Pune,"₹7,55,000/yr"
Apptware,Data Science,Manager,1,Pune,"₹5,22,661/yr"
Minvesta,Data Analyst,Specialist,2,Hyderabad,"₹2,83,956/yr"
Nones,Data Scientist,Specialist,1,New Delhi,"₹30,26,926/yr"
OTO Capital,Data Scientist,Specialist,1,Bangalore,"₹17,46,726/yr"
Technical Data Analysis,Data Analyst,Specialist,2,Hyderabad,"₹3,60,000/yr"
Sigmoid,Data Engineer,Specialist,4,Bangalore,"₹11,78,751/yr"
Centelon,Data Scientist,Specialist,1,Bangalore,"₹5,00,000/yr"
CGI,Data Analyst,Specialist,5,Bangalore,"₹4,90,531/yr"
Quantiphi,Data Engineer,Specialist,2,Bangalore,"₹4,87,320/yr"
Hinduja Global Solutions,Data Scientist,Specialist,1,Pune,"₹11,76,710/yr"
Greenlight Planet,Machine Learning Engineer,Manager,1,New Delhi,"₹69,19,612/yr"
Xeco,Data Scientist,Specialist,2,Pune,"₹4,99,961/yr"
Envestnet,Data Scientist,Specialist,1,Bangalore,"₹15,66,004/yr"
Quixy,Machine Learning Engineer,Specialist,2,Hyderabad,"₹9,21,650/yr"
Datamatics Global Services,Machine Learning Engineer,Specialist,1,Bangalore,"₹88,502/yr"
Tata Consultancy Services,Data Engineer,Manager,1,Bangalore,"₹34,75,819/yr"
Symbiosis Centre for Applied Artificial Intelligence,Machine Learning Engineer,Specialist,1,Pune,"₹61,080/yr"
Indegene,Data Engineer,Specialist,3,Bangalore,"₹8,65,380/yr"
Idexcel,Data Scientist,Specialist,2,Bangalore,"₹7,09,784/yr"
Freelance,Data Scientist,Specialist,1,Bangalore,"₹32,50,773/yr"
Comsense Technologies,Data Science,Specialist,1,Pune,"₹1,23,912/yr"
Innomatics Research Labs,Junior Data Scientist,Specialist,1,Pune,"₹60,840/yr"
Flipper Code,Data Scientist,Specialist,1,Pune,"₹3,69,895/yr"
Godrej Infotech,Data Analyst,Specialist,1,Mumbai,"₹4,00,000/yr"
GTL Limited,Data Analyst,Specialist,1,Pune,"₹6,37,252/yr"
Karvy Computershare,Data Analyst,Specialist,3,Bangalore,"₹1,66,535/yr"
Ardem,Data Analyst,Specialist,1,Hyderabad,"₹2,19,912/yr"
HackerEarth,Data Scientist,Specialist,1,Bangalore,"₹16,88,220/yr"
Wells Fargo,Data Scientist,Specialist,1,Bangalore,"₹18,32,052/yr"
GiantView,Data Analyst,Specialist,2,Pune,"₹2,74,704/yr"
HT Media,Data Scientist,Specialist,1,Bangalore,"₹1,82,520/yr"
Shadowfax Technologies,Data Scientist,Manager,1,Bangalore,"₹52,59,578/yr"
ABC,Data Engineer,Specialist,2,New Delhi,"₹6,92,532/yr"
Goodwill,Data Scientist,Specialist,1,Pune,"₹1,44,000/yr"
R Systems,Data Scientist,Specialist,5,New Delhi,"₹18,87,245/yr"
ADP,Data Analyst,Specialist,4,Hyderabad,"₹6,40,566/yr"
Nomura Holdings,Data Scientist,Specialist,1,Mumbai,"₹3,82,356/yr"
Google,Data Engineer,Specialist,1,Mumbai,"₹7,25,787/yr"
Ellicium Solutions Private Limited,Data Scientist,Specialist,1,Pune,"₹2,47,678/yr"
Walmart Global Tech,Data Scientist,Specialist,1,Bangalore,"₹6,74,844/yr"
ANZ Bank,Data Engineer,Specialist,3,Bangalore,"₹12,89,859/yr"
Cians Analytics,Data Analyst,Manager,1,New Delhi,"₹21,24,912/yr"
Piramal Enterprises,Data Scientist,Specialist,3,Mumbai,"₹8,66,592/yr"
Bain & Company,Data Analyst,Specialist,3,New Delhi,"₹9,91,280/yr"
Advanced Infrastructure Engineering,Data Engineer,Specialist,1,New Delhi,"₹3,63,228/yr"
Tata Consultancy Services (North America),Data Scientist,Specialist,1,Hyderabad,"₹9,08,078/yr"
RiM LaS,Data Engineer,Specialist,1,New Delhi,"₹3,08,214/yr"
Siemens,Data Scientist,Manager,1,Pune,"₹22,74,511/yr"
Jayar Manufacturing,Data Analyst,Specialist,2,Hyderabad,"₹7,19,166/yr"
Freelancer,Data Analyst,Specialist,6,New Delhi,"₹5,20,272/yr"
Turtlemint,Data Engineer,Manager,1,Pune,"₹44,41,133/yr"
Diatoz Solutions,Machine Learning Engineer,Manager,1,Bangalore,"₹9,83,386/yr"
Mate Labs,Data Scientist,Specialist,1,Bangalore,"₹2,02,452/yr"
E2open,Data Engineer,Specialist,1,Pune,"₹9,09,200/yr"
CanWill Technologies,Data Scientist,Specialist,2,Pune,"₹11,61,602/yr"
Litmus World,Data Scientist,Specialist,1,Bangalore,"₹12,38,390/yr"
Wipro,Data Engineer,Specialist,1,Hyderabad,"₹6,04,401/yr"
Microsoft,Data Analyst,Specialist,2,Mumbai,"₹8,75,445/yr"
Mastercard,Data Scientist,Specialist,1,New Delhi,"₹15,00,000/yr"
HiLabs,Data Scientist,Manager,1,Pune,"₹45,99,608/yr"
Mindboard,Machine Learning Engineer,Specialist,1,Hyderabad,"₹7,25,327/yr"
ABC,Machine Learning Engineer,Specialist,1,Bangalore,"₹14,67,538/yr"
iQuanti,Data Engineer,Manager,1,Bangalore,"₹17,19,854/yr"
Fanlytiks,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,31,710/yr"
Optum Global Solutions,Data Engineer,Specialist,2,Hyderabad,"₹7,91,133/yr"
Intercontinental Exchange Senior,Machine Learning Engineer,Specialist,1,Pune,"₹20,71,942/yr"
Airbus,Data Scientist,Specialist,1,Bangalore,"₹10,27,716/yr"
Schlumberger,Data Scientist,Specialist,5,Pune,"₹20,54,972/yr"
IBM,Data Engineer,Specialist,46,Bangalore,"₹8,16,692/yr"
Jindal Aluminium,Data Scientist,Specialist,1,Bangalore,"₹4,80,000/yr"
Danalitic,Machine Learning Engineer,Specialist,1,Pune,"₹3,72,016/yr"
Accenture,Data Scientist,Specialist,7,Hyderabad,"₹11,04,293/yr"
Global Talent Pool,Data Scientist,Specialist,1,Bangalore,"₹19,80,492/yr"
CASHe,Data Scientist,Specialist,5,Mumbai,"₹10,98,034/yr"
James Hardie,Data Analyst,Specialist,1,Hyderabad,"₹2,90,315/yr"
GEP,Data Analyst,Specialist,4,Mumbai,"₹4,44,728/yr"
Adappt Intelligence,Machine Learning Engineer,Manager,1,Bangalore,"₹9,75,506/yr"
SupplyCopia,Data Analyst,Manager,1,New Delhi,"₹7,59,236/yr"
Directi,Data Engineer,Specialist,1,Mumbai,"₹18,60,082/yr"
Magic9 Media Analytics,Data Analyst,Specialist,6,Mumbai,"₹4,96,241/yr"
DreamOrbit Softech,Machine Learning Engineer,Manager,1,New Delhi,"₹89,73,946/yr"
Attentive AI,Machine Learning Engineer,Specialist,1,New Delhi,"₹8,58,429/yr"
ICICI Bank,Data Scientist,Specialist,2,Mumbai,"₹5,89,332/yr"
Better.com,Data Analyst,Specialist,5,New Delhi,"₹11,77,000/yr"
Wipro,Data Scientist,Manager,1,New Delhi,"₹24,12,208/yr"
Two Roads Tech,Data Scientist,Specialist,3,Bangalore,"₹38,12,913/yr"
Professional Data Analysts,Data Scientist,Manager,1,Bangalore,"₹61,49,242/yr"
T-Mobile,Data Scientist,Specialist,1,Bangalore,"₹10,23,226/yr"
HCL Technologies,Data Scientist,Specialist,7,Bangalore,"₹9,70,782/yr"
Nhai,Data Scientist,Specialist,1,Bangalore,"₹9,82,296/yr"
Distill,Machine Learning Engineer,Specialist,1,Bangalore,"₹8,92,153/yr"
Accentue,Data Analyst,Manager,1,Bangalore,"₹24,33,968/yr"
ZEE5,Data Scientist,Specialist,4,Mumbai,"₹14,58,789/yr"
Altimetrik,Data Engineer,Specialist,7,Bangalore,"₹5,34,757/yr"
KrazyBee,Data Scientist,Manager,1,Bangalore,"₹38,53,865/yr"
TVS Motor Company,Senior Data Scientist,Specialist,1,Pune,"₹12,35,040/yr"
V2soft,Data Engineer,Specialist,1,Bangalore,"₹13,59,901/yr"
CommerceIQ,Data Scientist,Specialist,1,Bangalore,"₹22,07,174/yr"
Electronic Arts,Data Scientist,Specialist,1,Hyderabad,"₹9,39,649/yr"
LENS,Machine Learning Engineer,Specialist,1,Pune,"₹3,00,000/yr"
Icertis,Senior Data Scientist,Specialist,2,Pune,"₹10,33,817/yr"
None of Your Business Boutique,Data Engineer,Specialist,1,New Delhi,"₹24,52,654/yr"
Qwerty Concepts,Data Scientist,Manager,1,Hyderabad,"₹1,32,87,863/yr"
RedQuanta,Data Analyst,Specialist,2,Mumbai,"₹5,02,212/yr"
D. E. Shaw India,Data Scientist,Specialist,1,Hyderabad,"₹20,58,816/yr"
ABC,Data Scientist,Specialist,1,New Delhi,"₹30,82,142/yr"
Emage Vision,Machine Learning Engineer,Manager,1,Bangalore,"₹10,81,004/yr"
JoulestoWatts Business Solutions,Data Scientist,Specialist,1,Bangalore,"₹8,07,768/yr"
EXL Service,Machine Learning Engineer,Specialist,1,New Delhi,"₹8,05,867/yr"
ThinkBridge,Data Scientist,Specialist,2,Pune,"₹7,56,696/yr"
Futurense Technologies,Data Engineer,Specialist,5,Bangalore,"₹6,60,000/yr"
UBS,Senior Data Scientist,Specialist,1,Pune,"₹17,74,461/yr"
Vodafone Idea,Data Scientist,Specialist,1,Hyderabad,"₹8,94,447/yr"
Sahaj Software Solutions,Data Scientist,Specialist,1,Bangalore,"₹9,04,403/yr"
Self Opportunity,Data Scientist,Specialist,1,New Delhi,"₹3,72,948/yr"
Yes Bank,Data Scientist,Specialist,1,Bangalore,"₹6,19,584/yr"
DataVinci Analytics Agency,Data Analyst,Specialist,1,Pune,"₹3,72,948/yr"
InfoCepts,Data Analyst,Specialist,2,Pune,"₹6,22,152/yr"
Scripbox,Data Analyst,Specialist,3,Bangalore,"₹8,32,956/yr"
SirionLabs,Machine Learning Engineer,Specialist,1,New Delhi,"₹12,89,859/yr"
Travelex,Data Analyst,Specialist,6,Mumbai,"₹6,61,760/yr"
Exusia,Data Analyst,Specialist,2,Pune,"₹3,99,044/yr"
Anonymous,Data Analyst,Specialist,1,Mumbai,"₹4,80,000/yr"
Deutsche Bank,Data Engineer,Specialist,1,Pune,"₹5,15,940/yr"
Fractal,Data Engineer,Specialist,4,New Delhi,"₹11,65,059/yr"
Christian College of Engineering & Technology (CCET),Data Engineer,Specialist,1,Mumbai,"₹1,23,286/yr"
Falabella,Data Scientist,Specialist,1,Bangalore,"₹16,05,217/yr"
IBM,Data Scientist,Manager,1,Mumbai,"₹29,82,479/yr"
Fresher,Data Analyst,Manager,1,Mumbai,"₹8,70,111/yr"
Dream11,Data Scientist,Specialist,1,Pune,"₹22,48,126/yr"
Object Technology Solutions India,Data Analyst,Specialist,1,Hyderabad,"₹3,63,228/yr"
Locobuzz,Data Scientist,Specialist,2,Mumbai,"₹8,35,493/yr"
Cimpress,Data Engineer,Specialist,2,Bangalore,"₹15,32,784/yr"
Data Axle,Data Analyst,Manager,1,Mumbai,"₹30,04,880/yr"
Blue Yonder,Data Scientist,Specialist,2,Bangalore,"₹21,84,214/yr"
MakeMyTrip,Data Scientist,Specialist,1,Mumbai,"₹9,03,446/yr"
Attra,Data Engineer,Specialist,2,Hyderabad,"₹7,39,714/yr"
STL - Sterlite Technologies Limited,Data Engineer,Manager,1,Pune,"₹3,74,627/yr"
Honeywell,Data Engineer,Specialist,5,Bangalore,"₹8,54,490/yr"
Wibmo,Machine Learning Engineer,Manager,1,Bangalore,"₹46,44,994/yr"
UnitedHealth Group,Data Analyst,Specialist,6,Hyderabad,"₹11,98,941/yr"
Irupar Sociedad Cooperativa,Data Analyst,Specialist,1,Pune,"₹6,04,401/yr"
Amazon,Machine Learning Engineer,Specialist,4,Bangalore,"₹15,25,549/yr"
Google,Machine Learning Engineer,Specialist,1,Mumbai,"₹7,05,133/yr"
BlitzJobs,Data Analyst,Specialist,3,Bangalore,"₹64,488/yr"
Accenture,Machine Learning Engineer,Specialist,3,Hyderabad,"₹11,54,890/yr"
Cians Analytics,Data Analyst,Specialist,2,New Delhi,"₹5,91,053/yr"
iNeuron,Data Scientist,Manager,1,Bangalore,"₹11,32,616/yr"
WebShar,Data Scientist,Specialist,1,Pune,"₹8,88,545/yr"
Nagarro,Data Engineer,Specialist,2,New Delhi,"₹5,26,709/yr"
Resilinc,Data Analyst,Specialist,6,Pune,"₹3,98,280/yr"
Capco,Data Engineer,Specialist,1,Pune,"₹5,15,940/yr"
IBM,Data Scientist,Manager,1,New Delhi,"₹17,90,248/yr"
Bristlecone,Data Scientist,Specialist,4,Bangalore,"₹9,23,544/yr"
MapmyIndia,Data Engineer,Specialist,2,New Delhi,"₹2,70,780/yr"
RateGain,Data Scientist,Specialist,2,New Delhi,"₹19,61,700/yr"
AIG,Data Analyst,Manager,1,Bangalore,"₹18,78,999/yr"
TrierHealth,Machine Learning Engineer,Specialist,1,Hyderabad,"₹6,05,388/yr"
Red Hat,Data Scientist,Specialist,1,Pune,"₹53,98,754/yr"
ExperienceFlow,Data Scientist,Specialist,1,Bangalore,"₹7,11,000/yr"
Infosys,Machine Learning Engineer,Specialist,1,Mumbai,"₹8,00,000/yr"
Isourse Technologies,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,12,197/yr"
Technogeeks,Data Science,Specialist,1,Pune,"₹2,15,405/yr"
Lexitas,Machine Learning Engineer,Manager,1,Bangalore,"₹14,35,179/yr"
Siemens Healthineers,Data Scientist,Specialist,1,Bangalore,"₹3,04,188/yr"
Syhg,Data Scientist,Specialist,1,Bangalore,"₹6,00,000/yr"
IBM,Data Analyst,Specialist,31,Bangalore,"₹5,88,369/yr"
American Express,Data Analyst,Specialist,8,New Delhi,"₹10,70,976/yr"
Flip Robo,Data Scientist,Specialist,3,Bangalore,"₹3,06,972/yr"
DataWeave,Data Scientist,Specialist,1,Bangalore,"₹18,05,869/yr"
LinuxWorld,Machine Learning Engineer,Manager,1,Bangalore,"₹10,48,292/yr"
State Bank of India,Data Scientist,Specialist,1,Mumbai,"₹18,16,155/yr"
Quantiphi,Data Engineer,Specialist,40,Mumbai,"₹7,30,063/yr"
Tata Elxsi,Data Scientist,Specialist,1,Bangalore,"₹9,50,636/yr"
Bharti Airtel,Data Analyst,Specialist,13,New Delhi,"₹4,84,519/yr"
D&B Technologies,Data Analyst,Specialist,1,Hyderabad,"₹7,00,000/yr"
Merkle,Data Scientist,Specialist,5,Pune,"₹11,34,768/yr"
Searce,Data Analyst,Specialist,3,Pune,"₹2,25,861/yr"
Walmart eCommerce,Data Scientist,Specialist,2,Bangalore,"₹29,23,356/yr"
Applied Information Sciences,Machine Learning Engineer,Specialist,1,Hyderabad,"₹12,21,714/yr"
Zylotech,Data Engineer,Specialist,2,Bangalore,"₹7,35,792/yr"
SG Analytics,Data Engineer,Manager,1,Pune,"₹25,91,599/yr"
DataWeave,Data Engineer,Specialist,15,Bangalore,"₹7,33,769/yr"
NDS InfoServ,Data Scientist,Manager,1,Mumbai,"₹28,64,333/yr"
DONE by NONE,Data Analyst,Specialist,4,Mumbai,"₹3,06,180/yr"
PeopleStrong Technologies,Data Engineer,Specialist,1,New Delhi,"₹82,037/yr"
difference-engine.ai,Machine Learning Engineer,Manager,1,Mumbai,"₹14,98,006/yr"
Noodle.ai,Data Scientist,Specialist,1,Bangalore,"₹3,21,156/yr"
Nagendran & Co,Data Scientist,Specialist,1,Bangalore,"₹6,01,957/yr"
Wipro,Data Analyst,Specialist,3,Pune,"₹3,60,000/yr"
Snapdeal,Data Analyst,Specialist,2,New Delhi,"₹3,05,004/yr"
Flipkart,Data Analyst,Manager,2,Bangalore,"₹19,25,531/yr"
Inference Labs,Data Engineer,Specialist,1,New Delhi,"₹6,77,584/yr"
